Sr. No,Date/Time,Class No,Course Code,Course Title,Slot,Faculty Name
166,Session:  13.07.2023/ Thursday Time: 9.15 AM to 10.45 AM,BL2023241000222,CSE3006,Computer Networks,D11+D12+D13+D14,Dr. Adarsh Patel
167,Session:  13.07.2023/ Thursday Time: 9.15 AM to 10.45 AM,BL2023241000226,CSE3006,Computer Networks,D11+D12+D13+D14,Dr. Ravi Verma
168,Session:  13.07.2023/ Thursday Time: 9.15 AM to 10.45 AM,BL2023241000272,CSE3006,Computer Networks,D11+D12+D13+D14,Mr. Sandeep Sahu
169,Session:  13.07.2023/ Thursday Time: 9.15 AM to 10.45 AM,BL2023241000273,CSA4008,APPLIED MACHINE LEARNING,D11+D12+D13+D14,Ms Geeta Singh
170,Session:  13.07.2023/ Thursday Time: 9.15 AM to 10.45 AM,BL2023241000325,ASE4005,Aeroelasticity,D11+D12+D13,Dr Supen Kumar Sah
171,Session:  13.07.2023/ Thursday Time: 9.15 AM to 10.45 AM,BL2023241000326,CSE2006,Programming in Java,D11+D12+D13,Dr Javed Khan Sheikh
172,Session:  13.07.2023/ Thursday Time: 9.15 AM to 10.45 AM,BL2023241000336,CSE3010,Computer Vision,D11+D12+D13,"Dr Rajneesh Kumar
Patel"
173,Session:  13.07.2023/ Thursday Time: 2.00 PM to 3.30 PM,BL2023241000001,MAT3017,"Statistical Inferences and
Series of Function",D21+D22+D23,"Dr. Nilam
Venkatakoteswararao"
174,Session:  13.07.2023/ Thursday Time: 2.00 PM to 3.30 PM,BL2023241000014,MAT2003,Applied Numerical methods,D21+D22+D23,Dr. Vijay Kumar Patel
175,Session:  13.07.2023/ Thursday Time: 2.00 PM to 3.30 PM,BL2023241000030,MAT2001,"Differential And Difference
Equations",D21+D22+D23,Dr. Priyanka Mishra
176,Session:  13.07.2023/ Thursday Time: 2.00 PM to 3.30 PM,BL2023241000131,CSE3010,Computer Vision,D21+D22+D23,Dr.Ashok Patel
177,Session:  13.07.2023/ Thursday Time: 2.00 PM to 3.30 PM,BL2023241000134,CSE3010,Computer Vision,D21+D22+D23,Dr Rudrakalyan
178,Session:  13.07.2023/ Thursday Time: 2.00 PM to 3.30 PM,BL2023241000135,CSE2004,"Theory Of Computation And
Compiler Design",D21+D22+D23+D24,Dr. A. Sirajudeen
179,Session:  13.07.2023/ Thursday Time: 2.00 PM to 3.30 PM,BL2023241000140,CSE3010,Computer Vision,D21+D22+D23,"Dr. Santosh Kumar
Tripathy"
180,Session:  13.07.2023/ Thursday Time: 2.00 PM to 3.30 PM,BL2023241000160,CSE3010,Computer Vision,D21+D22+D23,Dr Shilpa Suman
181,Session:  13.07.2023/ Thursday Time: 2.00 PM to 3.30 PM,BL2023241000161,CSE2004,"Theory Of Computation And
Compiler Design",D21+D22+D23+D24,Dr Nagarajan I
182,Session:  13.07.2023/ Thursday Time: 2.00 PM to 3.30 PM,BL2023241000170,CSE2004,"Theory Of Computation And
Compiler Design",D21+D22+D23+D24,"Dr I Jasmine
Selvakumari Jeya"
183,Session:  13.07.2023/ Thursday Time: 2.00 PM to 3.30 PM,BL2023241000177,CSE4001,"Internet and Web
Programming",D21+D22+D23+D24,"Dr. Prabu Kanna
Govindarajan"
184,Session:  13.07.2023/ Thursday Time: 2.00 PM to 3.30 PM,BL2023241000186,CSE4001,"Internet and Web
Programming",D21+D22+D23+D24,Ms Nancy Kumari
185,Session:  13.07.2023/ Thursday Time: 2.00 PM to 3.30 PM,BL2023241000231,CSA4019,"Machine Learning with Big
Data",D21+D22+D23,Dr Javed Khan Sheikh
186,Session:  13.07.2023/ Thursday Time: 2.00 PM to 3.30 PM,BL2023241000257,CSA4019,"Machine Learning with Big
Data",D21+D22+D23,Dr Pranshu Pranjal
187,Session:  13.07.2023/ Thursday Time: 2.00 PM to 3.30 PM,BL2023241000258,CSA4019,"Machine Learning with Big
Data",D21+D22+D23,Dr SHAFIUL ALOM
188,Session:  13.07.2023/ Thursday Time: 2.00 PM to 3.30 PM,BL2023241000311,EAC3017,"Fundamentals of Sensors And
IoT",D21+D22+D23,"Dr. Arindam
Sadhukhan"
189,Session:  13.07.2023/ Thursday Time: 2.00 PM to 3.30 PM,BL2023241000335,PLA1004,Competitive Coding Practices,D21+D22+D23,FACE TRAINER 3
190,Session:  14.07.2023/ Friday Time: 9.15 AM to 10.45 AM,BL2023241000016,MAT2003,Applied Numerical methods,E11+E12+E13,Dr Dileep Kumar
191,Session:  14.07.2023/ Friday Time: 9.15 AM to 10.45 AM,BL2023241000025,MAT2001,"Differential And Difference
Equations",E11+E12+E13,Dr Anil Kumar Shukla
192,Session:  14.07.2023/ Friday Time: 9.15 AM to 10.45 AM,BL2023241000052,MEE3019,"Additive Manufacturing
Technologies",E11+E12+E13,Dr Karthik Rao M C
193,Session:  14.07.2023/ Friday Time: 9.15 AM to 10.45 AM,BL2023241000123,CSE3010,Computer Vision,E11+E12+E13,Dr.Ashok Patel
194,Session:  14.07.2023/ Friday Time: 9.15 AM to 10.45 AM,BL2023241000132,CSE3010,Computer Vision,E11+E12+E13,Dr Rudrakalyan
195,Session:  14.07.2023/ Friday Time: 9.15 AM to 10.45 AM,BL2023241000136,CSE3010,Computer Vision,E11+E12+E13,"Dr. Santosh Kumar
Tripathy"
196,Session:  14.07.2023/ Friday Time: 9.15 AM to 10.45 AM,BL2023241000157,CSE3010,Computer Vision,E11+E12+E13,Dr Shilpa Suman
197,Session:  14.07.2023/ Friday Time: 9.15 AM to 10.45 AM,BL2023241000166,CSE2004,"Theory Of Computation And
Compiler Design",E11+E12+E13+E14,"Dr.Chandan Kumar
Bahera"
198,Session:  14.07.2023/ Friday Time: 9.15 AM to 10.45 AM,BL2023241000176,CSE4001,"Internet and Web
Programming",E11+E12+E13+E14,"Dr. Prabu Kanna
Govindarajan"
199,Session:  14.07.2023/ Friday Time: 9.15 AM to 10.45 AM,BL2023241000184,CSE3010,Computer Vision,E11+E12+E13,Dr Jayanthi
200,Session:  14.07.2023/ Friday Time: 9.15 AM to 10.45 AM,BL2023241000216,CSE3006,Computer Networks,E11+E12+E13+E14,"Dr Shahana Gajala
Qureshi"
201,Session:  14.07.2023/ Friday Time: 9.15 AM to 10.45 AM,BL2023241000221,CDS4001,High performance Computing,E11+E12+E13,Dr. Adarsh Patel
202,Session:  14.07.2023/ Friday Time: 9.15 AM to 10.45 AM,BL2023241000227,CSE3006,Computer Networks,E11+E12+E13+E14,Dr. Ravi Verma
203,Session:  14.07.2023/ Friday Time: 9.15 AM to 10.45 AM,BL2023241000230,CSA4019,"Machine Learning with Big
Data",E11+E12+E13,Dr Javed Khan Sheikh
204,Session:  14.07.2023/ Friday Time: 9.15 AM to 10.45 AM,BL2023241000246,CSE3006,Computer Networks,E11+E12+E13+E14,Mr. Sandeep Sahu
205,Session:  14.07.2023/ Friday Time: 9.15 AM to 10.45 AM,BL2023241000269,CHI3001,"App Development for
Healthcare Informatics",E11+E12+E13,Dr. A. Sirajudeen
206,Session:  14.07.2023/ Friday Time: 9.15 AM to 10.45 AM,BL2023241000278,CSE2006,Programming in Java,E11+E12+E13,Dr Suneet
207,Session:  14.07.2023/ Friday Time: 9.15 AM to 10.45 AM,BL2023241000289,CSE4005,Machine Learning,E11+E12+E13,"Dr. Arindam
Sadhukhan"
208,Session:  14.07.2023/ Friday Time: 9.15 AM to 10.45 AM,BL2023241000290,BIY3003,"Biodiversity and Conservation
Biology",E11+E12+E13,Dr Arun Kumar
209,Session:  14.07.2023/ Friday Time: 9.15 AM to 10.45 AM,BL2023241000334,CSE2004,"Theory Of Computation And
Compiler Design",E11+E12+E13+E14,"Dr I Jasmine
Selvakumari Jeya"
210,Session:  14.07.2023/ Friday Time: 9.15 AM to 10.45 AM,BL2023241000832,MAT3002,Applied Linear Algebra,E11+E12+E14,Dr. Swati Chauhan
211,Session:  14.07.2023/ Friday Time: 2.00 PM to 3.30 PM,BL2023241000081,PLA1004,Competitive Coding Practices,E21+E22+E23,ETHNUS TARINER 1
212,Session:  14.07.2023/ Friday Time: 2.00 PM to 3.30 PM,BL2023241000082,PLA1004,Competitive Coding Practices,E21+E22+E23,ETHNUS TRAINER 2
213,Session:  14.07.2023/ Friday Time: 2.00 PM to 3.30 PM,BL2023241000083,PLA1004,Competitive Coding Practices,E21+E22+E23,ETHNUS TRAINER 3
214,Session:  14.07.2023/ Friday Time: 2.00 PM to 3.30 PM,BL2023241000084,PLA1004,Competitive Coding Practices,E21+E22+E23,ETHNUS TRAINER 4
215,Session:  14.07.2023/ Friday Time: 2.00 PM to 3.30 PM,BL2023241000085,PLA1004,Competitive Coding Practices,E21+E22+E23,ETHNUS TRAINER 5
216,Session:  14.07.2023/ Friday Time: 2.00 PM to 3.30 PM,BL2023241000086,PLA1004,Competitive Coding Practices,E21+E22+E23,FACE TRAINER 1
217,Session:  14.07.2023/ Friday Time: 2.00 PM to 3.30 PM,BL2023241000087,PLA1004,Competitive Coding Practices,E21+E22+E23,FACE TRAINER 2
218,Session:  14.07.2023/ Friday Time: 2.00 PM to 3.30 PM,BL2023241000088,PLA1004,Competitive Coding Practices,E21+E22+E23,FACE TRAINER 3
219,Session:  14.07.2023/ Friday Time: 2.00 PM to 3.30 PM,BL2023241000089,PLA1004,Competitive Coding Practices,E21+E22+E23,FACE TRAINER 4
220,Session:  14.07.2023/ Friday Time: 2.00 PM to 3.30 PM,BL2023241000090,PLA1004,Competitive Coding Practices,E21+E22+E23,FACE TRAINER 5
221,Session:  14.07.2023/ Friday Time: 2.00 PM to 3.30 PM,BL2023241000091,PLA1004,Competitive Coding Practices,E21+E22+E23,FACE TRAINER 6
222,Session:  14.07.2023/ Friday Time: 2.00 PM to 3.30 PM,BL2023241000128,CSE3010,Computer Vision,E21+E22+E23,Dr.Ashok Patel
223,Session:  14.07.2023/ Friday Time: 2.00 PM to 3.30 PM,BL2023241000133,CSE3010,Computer Vision,E21+E22+E23,Dr Rudrakalyan
224,Session:  14.07.2023/ Friday Time: 2.00 PM to 3.30 PM,BL2023241000138,CSE3010,Computer Vision,E21+E22+E23,"Dr. Santosh Kumar
Tripathy"
225,Session:  14.07.2023/ Friday Time: 2.00 PM to 3.30 PM,BL2023241000158,CSE3010,Computer Vision,E21+E22+E23,Dr Shilpa Suman
226,Session:  14.07.2023/ Friday Time: 2.00 PM to 3.30 PM,BL2023241000159,CSE2004,"Theory Of Computation And
Compiler Design",E21+E22+E23+F22,Dr Nagarajan I
227,Session:  14.07.2023/ Friday Time: 2.00 PM to 3.30 PM,BL2023241000183,CSE4001,"Internet and Web
Programming",E21+E22+E23+F22,Ms Nancy Kumari
228,Session:  14.07.2023/ Friday Time: 2.00 PM to 3.30 PM,BL2023241000191,CSE3010,Computer Vision,E21+E22+E23,Dr Jayanthi
229,Session:  14.07.2023/ Friday Time: 2.00 PM to 3.30 PM,BL2023241000252,CSA4019,"Machine Learning with Big
Data",E21+E22+E23,Dr Pranshu Pranjal
230,Session:  14.07.2023/ Friday Time: 2.00 PM to 3.30 PM,BL2023241000253,CSA4019,"Machine Learning with Big
Data",E21+E22+E23,Dr Sukumar.R
231,Session:  14.07.2023/ Friday Time: 2.00 PM to 3.30 PM,BL2023241000254,CSE3006,Computer Networks,E21+E22+E23+F22,Dr Sajjad Ahmed
232,Session:  14.07.2023/ Friday Time: 2.00 PM to 3.30 PM,BL2023241000255,CCA2016,"Introduction to Cloud
Services",E21+E22+E23,Dr Koushik.C.P
233,Session:  14.07.2023/ Friday Time: 2.00 PM to 3.30 PM,BL2023241000327,CSE2006,Programming in Java,E21+E22+E23,Dr Suneet
234,Session:  15.07.2023/ Saturday Time: 9.15 AM to 10.45 AM,BL2023241000053,PLA1006,Lateral Thinking,A11+A12,ETHNUS TARINER 1
235,Session:  15.07.2023/ Saturday Time: 9.15 AM to 10.45 AM,BL2023241000055,PLA1006,Lateral Thinking,E11+E12,ETHNUS TARINER 1
236,Session:  15.07.2023/ Saturday Time: 9.15 AM to 10.45 AM,BL2023241000056,PLA1006,Lateral Thinking,B21+B22,ETHNUS TARINER 1
237,Session:  15.07.2023/ Saturday Time: 9.15 AM to 10.45 AM,BL2023241000057,PLA1006,Lateral Thinking,F21+F22,ETHNUS TARINER 1
238,Session:  17.07.2023/ Monday Time: 9.15 AM to 10.45 AM,BL2023241000284,CSE0002,OPEN SOURCE SOFTWARE,F21+F22,Mr.Hariharan R
239,Session:  17.07.2023/ Monday Time: 9.15 AM to 10.45 AM,BL2023241000330,CSE0002,OPEN SOURCE SOFTWARE,A24+B24,Mr.Hariharan R
